dataset	subject	session	run	method	image	mask	nominal_kernel_fwhm_mm	susan_spatial_sigma_mm	susan_masked_median	susan_brightness_threshold	fsl_version	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11326	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.1585	3.67161	3.45445	3.42168	0.940336	1.98579	17.1409	4.69207	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11326	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.85505	5.8403	5.83749	5.84427	0.660478	3.24391	10.9018	8.665	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11326	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	6180.123047 	4635.09228525	6.0.7.18	7.46854	7.84174	7.25107	7.51652	0.653394	4.21906	14.4709	11.3263	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11326	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.23662	3.7029	3.63341	3.51816	0.916373	2.01128	17.6433	4.8591	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11326	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.90652	5.91993	5.85034	5.89218	0.643379	3.18129	12.4402	8.78161	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11326	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11326/ses-01/func/sub-11326_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	6178.941406 	4634.2060545	6.0.7.18	7.79921	8.14846	7.56971	7.83553	0.56054	4.27054	14.3979	11.9443	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.81319	3.31135	3.22441	3.1085	0.930521	1.79904	13.8085	4.21206	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.75761	5.76696	5.73692	5.75382	0.593287	3.15995	9.90545	8.59436	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8131.095215 	6098.32141125	6.0.7.18	7.44631	7.7172	7.31306	7.49032	0.613483	4.22613	13.554	11.4222	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.846	3.34934	3.23791	3.1368	0.923813	1.80592	14.1154	4.25327	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.84481	5.82784	5.81496	5.82919	0.578124	3.1791	10.2673	8.76515	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11329	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11329/ses-01/func/sub-11329_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8088.916992 	6066.687744	6.0.7.18	7.5816	7.86672	7.43009	7.624	0.554557	4.28156	12.8398	11.7132	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.10449	3.50489	3.47989	3.35797	0.924073	1.93168	16.0747	4.59581	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.92084	5.90125	5.87133	5.89777	0.593439	3.27354	9.88099	8.83207	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8686.491211 	6514.86840825	6.0.7.18	7.6023	7.80864	7.51325	7.6404	0.566651	4.36824	12.0866	11.6643	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.11229	3.51291	3.48169	3.36392	0.917729	1.92794	16.1616	4.60926	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.92554	5.91179	5.86704	5.9014	0.56936	3.27547	9.65678	8.88249	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11330	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11330/ses-01/func/sub-11330_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8697.500000 	6523.125	6.0.7.18	7.66477	7.8496	7.56033	7.69064	0.560143	4.43467	12.1168	11.8331	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.97531	3.4299	3.31212	3.23325	0.935727	1.87297	15.0214	4.39086	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						6.01767	5.98216	5.95008	5.98324	0.621143	3.33744	9.75201	8.84353	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	9029.107422 	6771.8305665	6.0.7.18	7.52816	7.76859	7.25135	7.51306	0.63363	4.26377	12.2553	11.193	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.93213	3.36712	3.2555	3.17946	0.951383	1.86295	14.5647	4.31002	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						6.03607	6.04686	6.0191	6.034	0.63686	3.42875	9.40627	8.92364	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11337	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11337/ses-01/func/sub-11337_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	9116.899414 	6837.6745605	6.0.7.18	7.34176	7.56534	7.14131	7.34743	0.66799	4.2261	11.8873	10.9155	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.90789	3.62291	3.23407	3.24187	0.927699	1.86065	15.5231	4.38858	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.83942	5.85976	5.82158	5.84023	0.590041	3.21744	9.90542	8.73072	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8824.690430 	6618.5178225	6.0.7.18	7.57134	7.9217	7.35168	7.61131	0.566148	4.32119	12.1976	11.5962	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						2.91672	3.61299	3.22825	3.24023	0.92274	1.85138	15.5127	4.38159	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.88803	5.90967	5.86334	5.88698	0.586355	3.22232	10.2944	8.82791	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11338	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11338/ses-01/func/sub-11338_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	8811.825195 	6608.86889625	6.0.7.18	7.63251	7.99238	7.38085	7.66449	0.569881	4.30361	12.7944	11.6707	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.20021	3.573	3.60712	3.45507	0.937292	2.01517	16.9258	4.78656	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.78206	5.81642	5.81339	5.80394	0.666977	3.24893	10.6061	8.61331	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	6989.904785 	5242.42858875	6.0.7.18	7.50536	7.66746	7.30717	7.49188	0.674195	4.26853	14.2851	11.3069	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.13569	3.51845	3.56033	3.39932	0.942548	1.98959	16.3373	4.69154	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	2	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.90686	5.9147	5.85825	5.89322	0.668926	3.31703	10.6727	8.76659	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11340	01	2	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11340/ses-01/func/sub-11340_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7094.539551 	5320.90466325	6.0.7.18	7.49576	7.64761	7.30803	7.48251	0.645512	4.27747	12.9413	11.2821	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11343	01	1	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.20046	3.4715	3.54762	3.40321	0.963133	2.01166	16.4677	4.68036	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11343	01	1	afni_total_target	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						5.80534	5.81032	5.81977	5.81181	0.725304	3.32249	10.0613	8.51436	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11343	01	1	fsl_susan_kernel	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/smoothing-validation/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-susanKernelFWHM6_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	6	2.54796540086	7067.722168 	5300.791626	6.0.7.18	7.10896	7.30359	7.06477	7.15836	0.727303	4.13171	12.6526	10.5783	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11343	01	2	baseline	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11343/ses-01/func/sub-11343_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz						3.23341	3.53158	3.58226	3.44558	0.948331	2.01732	16.8978	4.75153	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
