dataset	subject	session	run	input_bold	input_mask	output_bold	target_fwhm_mm	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11085	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11085/ses-01/func/sub-11085_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11085/ses-01/func/sub-11085_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11085/ses-01/func/sub-11085_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.95946	5.90367	5.86447	5.90907	0.698955	3.36208	10.6122	8.75146	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11090	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.90064	5.86483	5.79452	5.85316	0.666405	3.34373	9.77711	8.71067	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11090	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11090/ses-01/func/sub-11090_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.88024	5.85216	5.74947	5.82702	0.616388	3.3777	8.58681	8.71633	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11110	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.74511	5.71755	5.71707	5.72656	0.642625	3.41505	7.5484	8.50804	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11110	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11110/ses-01/func/sub-11110_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79479	5.76759	5.72064	5.76092	0.643776	3.40485	7.95196	8.57435	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11113	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.80394	5.8013	5.75081	5.78529	0.575217	3.21475	9.48472	8.69821	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11113	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11113/ses-01/func/sub-11113_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.89966	5.89846	5.84688	5.88161	0.561815	3.29994	9.48647	8.92374	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11116	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.86857	5.88992	5.83518	5.86451	0.724858	3.32703	11.172	8.63887	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11116	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11116/ses-01/func/sub-11116_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.89298	5.90134	5.86409	5.88611	0.713855	3.2847	11.887	8.64943	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11120	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.97431	5.98956	5.96904	5.97763	0.649535	3.37904	10.1405	8.89769	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11120	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11120/ses-01/func/sub-11120_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.94005	5.96025	5.92857	5.94294	0.646411	3.30202	10.6497	8.81595	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11125	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.80666	5.76536	5.70699	5.75952	0.688381	3.2326	10.7663	8.51516	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11125	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11125/ses-01/func/sub-11125_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.93	5.89267	5.83081	5.88435	0.696458	3.25922	12.7466	8.741	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11126	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11126/ses-01/func/sub-11126_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11126/ses-01/func/sub-11126_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11126/ses-01/func/sub-11126_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.8753	5.8475	5.85969	5.86082	0.650772	3.27794	10.8863	8.77793	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11128	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.79793	5.79518	5.73396	5.77562	0.696297	3.36795	8.63944	8.50867	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11128	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11128/ses-01/func/sub-11128_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.82053	5.83136	5.79346	5.81509	0.707588	3.41843	8.78897	8.61344	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11134	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.81025	5.80725	5.82403	5.81384	0.684668	3.25733	10.3992	8.54137	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11134	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11134/ses-01/func/sub-11134_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.85715	5.86283	5.83363	5.85119	0.689004	3.32654	10.1053	8.64452	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11139	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.83447	5.84427	5.85695	5.84523	0.592587	3.19096	10.4475	8.76096	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11139	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11139/ses-01/func/sub-11139_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.8423	5.86008	5.8076	5.83662	0.576523	3.1028	11.401	8.80146	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11145	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	6.03521	6.02415	5.90869	5.98908	0.66231	3.31514	10.3126	8.73851	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11145	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11145/ses-01/func/sub-11145_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.90832	5.95027	5.84836	5.90217	0.675024	3.27493	10.0095	8.56396	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11164	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11164/ses-01/func/sub-11164_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.94802	5.93598	5.83211	5.90514	0.705007	3.37931	10.0714	8.70574	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11167	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.82767	5.80401	5.76474	5.79875	0.67309	3.32609	9.56767	8.6205	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11167	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11167/ses-01/func/sub-11167_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.86314	5.84323	5.7946	5.83358	0.650923	3.31037	9.83682	8.69807	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11168	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.91042	5.92947	5.81295	5.88406	0.655105	3.23198	11.8082	8.77068	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11168	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11168/ses-01/func/sub-11168_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.92012	5.91119	5.83058	5.88716	0.648126	3.24526	11.4495	8.78855	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11171	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.93362	5.93797	5.90686	5.92613	0.615328	3.35057	9.48627	8.84251	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11171	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11171/ses-01/func/sub-11171_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.90927	5.89385	5.86759	5.89021	0.634538	3.33025	9.7647	8.78464	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11177	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.91849	5.914	5.91923	5.91724	0.658762	3.28853	11.0258	8.78768	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11177	01	2	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11177/ses-01/func/sub-11177_ses-01_task-sharedreward_run-2_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.80831	5.80444	5.79107	5.80127	0.662581	3.20965	10.8823	8.57671	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11192	01	1	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	/ZPOOL/data/projects/rf1-sra-sharedreward/derivatives/harmonized/sub-11192/ses-01/func/sub-11192_ses-01_task-sharedreward_run-1_space-MNI152NLin6Asym_desc-smoothToFWHM6_bold.nii.gz	6	5.92182	5.90176	5.80958	5.87752	0.600461	3.27572	9.96729	8.82602	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
